paper_id,abstract
13617,"We use data on statewide end-of-course tests in North Carolina to examine the relationship between teacher credentials and student achievement at the high school level.  The availability of test scores in multiple subjects for each student permits us to estimate a model with student fixed effects, which helps minimize any bias associated with the non-random distribution of teachers and students among classrooms within schools. We find compelling evidence that teacher credentials affect student achievement in systematic ways and that the magnitudes are large enough to be policy relevant.  As a result, the uneven distribution of teacher credentials by race and socio-economic status of high school students -- a pattern we also document -- contributes to achievement gaps in high school."
13653,"Personnel economics drills deeply into the firm to study human resource management practices like compensation, hiring practices, training, and teamwork. Many questions are asked.  Why should pay vary across workers within firms--and how ""compressed"" should pay be within firms? Should firms pay workers for their performance on the job or for their skills or hours of work?  How are pay and promotions structured across jobs to induce optimal effort from employees?  Why do firms use teams and how are teams used most effectively?  How should all these human resource management practices, from incentive pay to teamwork, be combined within firms?  Personnel economics offers new tools and new answers to these questions."
13737,"We propose a broad generalization of standard choice-theoretic welfare economics that encompasses a wide variety of non-standard behavioral models. Our approach exploits the coherent aspects of choice which those positive models typically attempt to capture. It replaces the standard revealed preference relation with an unambiguous choice relation: roughly, x is (strictly) unambiguously chosen over y (written xP*y) if y is never chosen when x is available. Under weak assumptions, P* is acyclic and therefore suitable for welfare analysis; it is also the most discerning welfare criterion that never overrules choice. The resulting framework generates natural counterparts for the standard tools of applied welfare economics, and is easily applied in the context of specific behavioral theories, with novel implications. Though not universally discerning, it lends itself to principled refinements."
13801,"A growing body of empirical evidence shows that some financial aid programs increase college enrollment.  Puzzlingly, there is little compelling evidence that Pell Grants and Stafford Loans, the primary federal student aid programs, are effective in achieving this goal.  In this paper, we provide an in-depth review of this evidence, which taken as a whole suggests that complexity and uncertainty in the federal aid system undermine its efficacy.  We document complexity in the aid system, comparing it in particular to complexity in the tax system. We build on our previous work by showing that complexity in the aid process does little to improve the targeting of both student loans and grants, for both dependent and independent students. We conclude that the current targeting of aid can be reproduced with a much simpler aid process.  While we show that the targeting benefits of complexity are small, we further document that the costs are large.  We offer new estimates of the compliance costs faced by applicants and the administrative costs borne by the government and colleges.  These costs total at least $4 billion per year. The perspective of behavioral economics suggests that the true cost is even higher, since complexity and uncertainty may discourage the target population from applying for student aid."
14282,"The ""Easterlin paradox"" suggests that there is no link between a society's economic development and its average level of happiness. We re-assess this paradox analyzing multiple rich datasets spanning many decades. Using recent data on a broader array of countries, we establish a clear positive link between average levels of subjective well-being and GDP per capita across countries, and find no evidence of a satiation point beyond which wealthier countries have no further increases in subjective well-being. We show that the estimated relationship is consistent across many datasets and is similar to the relationship between subject well-being and income observed within countries. Finally, examining the relationship between changes in subjective well-being and income over time within countries we find economic growth associated with rising happiness. Together these findings indicate a clear role for absolute income and a more limited role for relative income comparisons in determining happiness."
14463,"The Svensson generalization of the popular Nelson-Siegel term structure model is widely used by practitioners and central banks. Unfortunately, like the original Nelson-Siegel specification, this generalization, in its dynamic form, does not enforce arbitrage-free consistency over time. Indeed, we show that the factor loadings of the Svensson generalization cannot be obtained in a standard finance arbitrage-free affine term structure representation. Therefore, we introduce a closely related generalized Nelson-Siegel model on which the no-arbitrage condition can be imposed. We estimate this new arbitrage-free generalized Nelson-Siegel model and demonstrate its tractability and good in-sample fit."
14622,"This paper discusses several competing proposals for general normative frameworks that would encompass non-standard models of choice.  Most existing proposals equate welfare with well-being.  Some assume that well-being flows from the achievement of well-defined objectives, and that those objectives also guide choices; the trick is to formulate a framework in which less-than-completely coherent choice patterns reveal the unobserved objectives.  Others are predicated on the contention that well-being, and hence welfare, is directly measurable.  Both of those approaches encounter serious conceptual difficulties.  An alternative approach, developed by Bernheim and Rangel [2009], defines welfare directly in terms of choice.  It entails a generalized welfare criterion that respects choice directly, without requiring any rationalization involving potentially unverifiable assumptions concerning underlying objectives and their relationships to choice.  Because useful behavioral theories generally envision a substantial degree of underlying coherence in behavior, that criterion leads to a rich and tractable normative framework."
14732,"This paper presents a dynamic stochastic general-equilibrium model with a single friction in all markets: sticky information. In this economy, agents are inattentive because of costs of acquiring, absorbing and processing information, so that the actions of consumers, workers and firms are slow to incorporate news. This paper presents the details of how an economy with pervasive inattentiveness functions, and develops a set of algorithms that solve the model quickly. It then applies these to estimate the model using data for the United States post-1986 and for the Euro-area post-1993, and to conduct counterfactual policy experiments. The end result is a laboratory that is rich enough to account for the dynamics of at least five macroeconomic series (inflation, output, hours, interest rates, and wages), and which can be used to inform applied monetary policy."
14803,"When markets are imperfectly competitive, trade policies can alter the terms of trade, shift profits from one country to another, and moderate or exacerbate existing distortions that are associated with the presence of monopoly power. In light of the various ways in which trade policies may influence welfare, it might be expected that new rationales for trade agreements would arise once imperfectly competitive markets are allowed. In this paper, we consider several trade models that feature imperfectly competitive markets and argue that the basic rationale for a trade agreement is, in fact, the same rationale that arises in perfectly competitive markets. In all of the models that we consider, and whether or not governments have political-economic objectives, the only rationale for a trade agreement is to remedy the inefficient terms-of-trade driven restrictions in trade volume. Having identified the problem that a trade agreement might solve, we next evaluate the form that an efficiency-enhancing trade agreement might take. Here, too, our results parallel the results established previously for models with perfectly competitive markets. In particular, we show that the principles of reciprocity and non-discrimination (MFN) are efficiency enhancing, as they serve to ""undo"" the terms-of-trade driven restrictions in trade volume that occur when governments pursue unilateral trade policies."
14827,"This paper examines poverty in the United States from 1960 through 2005.  We investigate how poverty rates and poverty gaps have changed over time, explore how these trends differ across family types, contrast these trends for several different income and consumption measures of poverty, and consider explanations for the differences in trends.  We document sharp differences, particularly in recent years, between different income poverty measures, and between income and consumption poverty rates and gaps.  Moving from the official pre-tax money income measure to a disposable income measure that incorporates taxes and transfers has a substantial effect on poverty rate changes over the past two decades.  Furthermore, consumption poverty rates often indicate large declines, even in recent years when income poverty rates have risen.  We show that bias in the CPI-U has a sizable effect on changes in poverty.  Between the early 1960s and 2005, an income poverty measure that corrects for bias in this price index declines by 14 percentage points more than a comparable measure based on the CPI-U.  The patterns are very different across family types, with consumption poverty falling much faster than income poverty for single parents and the elderly, but more slowly for married couples with children.  Income and consumption measures of deep poverty and poverty gaps have generally moved sharply in opposite directions in the last two decades with income deep poverty and poverty gaps rising, but consumption deep poverty and poverty gaps falling.  While relative poverty rose in the early 1980s, changes in relative poverty have been fairly small since 1990.  We examine the role that demographics, taxes, and transfers play in explaining changes in poverty over the past three decades.  We also consider whether measurement error, saving and dissaving, and other explanations can account for income and consumption differences."
14934,"The random coefficients, multinomial choice logit model has been widely used in empirical choice analysis for the last 30 years. We are the first to prove that the distribution of random coefficients in this model is nonparametrically identified. Our approach exploits the structure of the logit model, and so requires no monotonicity assumptions and requires variation in product characteristics within only an infinitesimally small open set. Our identification argument is constructive and may be applied to other choice models with random coefficients."
15215,"We examine how liquidity and asset prices are affected by the following market imperfections: asymmetric information, participation costs, transaction costs, leverage constraints, non-competitive behavior and search.  Our model has three periods: agents are identical in the first, become heterogeneous and trade in the second, and consume asset payoffs in the third. We examine how imperfections in the second period affect different measures of illiquidity, as well as asset prices in the first period.  Besides nesting multiple imperfections in a single model, we derive new results on the effects of each imperfection.  Our results imply, in particular, that imperfections do not always raise expected returns, and can influence common measures of illiquidity in opposite directions."
15259,"Focusing on tail effects, I incorporate distributions for temperature change and its economic impact in an analysis of climate change policy. I estimate the fraction of consumption w*(tau) that society would be willing to sacrifice to ensure that any increase in temperature at a future point is limited to tau. Using information on the distributions for temperature change and economic impact from studies assembled by the IPCC and from ""integrated assessment models"" (IAMs), I fit displaced gamma distributions for these variables. Unlike existing IAMs, I model economic impact as a relationship between temperature change and the growth rate of GDP as opposed to its level, so that warming has a permanent impact on future GDP. The fitted distributions for temperature change and economic impact generally yield values of w*(tau) below 2%, even for small values of tau, unless one assumes extreme parameter values and/or substantial shifts in the temperature distribution. These results are consistent with moderate abatement policies."
15444,"We consider the purpose and design of trade agreements in imperfectly competitive environments featuring firm-delocation effects. In both the segmented-market Cournot and the integrated-market monopolistic competition settings where these effects have been identified, we show that the only rationale for a trade agreement is to remedy the inefficiency attributable to the terms-of-trade externality, the same rationale that arises in perfectly competitive markets. Furthermore, and again as in the perfectly competitive benchmark case, we show that the principle of reciprocity is efficiency enhancing, as it serves to ""undo"" the terms-of-trade driven inefficiency that occurs when governments pursue unilateral trade policies. Our results therefore indicate that the terms-of-trade theory of trade agreements applies to a broader set of market structures than previously thought."
15504,"We provide an empirical evaluation of the forward-looking long-run risks (LRR) model and highlight model differences with the backward-looking habit based asset pricing model. We feature three key results: (i) Consistent with the LRR model, there is considerable evidence in the data of time-varying expected consumption growth and volatility, (ii) The LRR model matches the key asset markets data features, (iii) In the data and in the LRR model accordingly, past consumption growth does not predict future asset prices, whereas lagged consumption in the habit model forecasts future price-dividend ratios with an R2 of over 40%. Overall, our evidence implies that the LRR model provides a coherent framework to analyze and interpret asset prices."
15512,"The crisis of the advanced economies in 2008-09 has focused new attention on money and credit fluctuations, financial crises, and policy responses. We study the behavior of money, credit, and macroeconomic indicators over the long run based on a new historical dataset for 14 countries over the years 1870-2008, using the data to study rare events associated with financial crisis episodes. We present new evidence that leverage in the financial sector has increased strongly in the second half of the twentieth century as shown by a decoupling of money and credit aggregates. We show for the first time how monetary policy responses to financial crises have been more aggressive post-1945, but how despite these policies the output costs of crises have remained large. Importantly, we demonstrate that credit growth is a powerful predictor of financial crises, suggesting that such crises are ""credit booms gone wrong"" and that policymakers ignore credit at their peril. It is only with the long-run comparative data assembled for this paper that these patterns can be seen clearly. "
15534,"Foreign currency debt is widely believed to increase risks of financial crisis, especially after being implicated as a cause of the East Asian crisis in the late 1990s. In this paper, we study the effects of foreign currency debt on currency and debt crises and its indirect short and long run effects on output between 1880-1913 and 1973-2003 for 45 countries. Greater ratios of foreign currency debt to total debt are associated with increased risks of currency and debt crises, although the strength of the association depends crucially on the size of a country's reserve base and its policy credibility. We find that financial crises, driven by exposure to foreign currency, resulted in significant permanent output losses. We evaluate our findings by looking at the risk posed by high levels of foreign currency liabilities in eastern Europe in late 2008."
15607,"This paper advances the specification and estimation of models of retirement and saving in two earner families. The complications introduced by the interaction of retirement decisions by husbands and wives have led researchers to adopt a number of simplifications to increase the feasibility of estimating family retirement models. Our model relaxes these restrictions. It includes the extended choice set created when each spouse makes an independent retirement decision. It also includes the full range of complexity found in dynamic-stochastic models of retirement decision making, so far analyzed only in the context of single earner households. Retirement outcomes include full retirement, partial retirement and full-time work. Reverse flows from states of lesser to greater work are also included. The preference structure incorporates heterogeneity in time preference, varying taste parameters for full-time and part-time work, and the possibility of changes in preferences after retirement. The opportunity set reflects the full range of nonlinearities created by pensions and Social Security. Financial returns are stochastic. Exogenous shocks such as layoffs are also included. Estimation is based on data from the Health and Retirement Study.\nThe solution method is based on backward induction. We show that this method is superior to a method based on a Nash equilibrium, providing plausible behavioral predictions when Nash equilibrium criteria fall silent. \nIn contrast to some recent studies, the findings suggest the flow of wives into the labor force in the last few decades has probably reduced the amount of husbands' work. The model also provides plausible responses to various policies. For example, we find that any effort to promote opportunities for partial retirement as a means to increase overall work is likely to be unsuccessful as any induced decline in full retirements is offset by a decrease in full-time work."
15656,"Substantial evidence suggests that savings behavior may depart from neoclassical optimization.  This article examines the implications of raising the savings rate - whether through social security, retirement plans, or otherwise - for labor supply, where labor supply is determined by behavioral utility functions that reflect the non-neoclassical character of savings behavior.  Under one formulation, raising the targeted savings rate has the same effect on labor supply as that of raising the labor income tax rate; under a second, raising the targeted savings rate has no effect on labor supply; and under a third, raising the targeted savings rate increases labor supply regardless of the slope of the labor supply curve.  Effects on labor supply are particularly consequential because of the significant preexisting distortion due to labor income taxation."
15692,"Any economic analysis of climate change policy requires some model that describes the impact of warming on future GDP and consumption. Most integrated assessment models (IAMs) relate temperature to the level of real GDP and consumption, but there are theoretical and empirical reasons to expect temperature to affect the growth rate rather than level of GDP. Does this distinction matter in terms of implications for policy? And how does the answer depend on the nature and extent of uncertainty over future temperature change and its impact? I address these questions by estimating the fraction of consumption society would be willing to sacrifice to limit future increases in temperature, using probability distributions for temperature and impact inferred from studies assembled by the IPCC, and comparing estimates based on a direct versus growth rate impact of temperature on GDP."
15876,"Using the ""trilemma indexes"" developed by Aizenman et al. (2008) that measure the extent of achievement in each of the three policy goals in the trilemma--monetary independence, exchange rate stability, and financial openness--we examine how policy configurations affect macroeconomic performances, with focus on the Asian economies. We find that the three policy choices matter for output volatility and the medium-term level of inflation. Greater monetary independence is associated with lower output volatility while greater exchange rate stability implies greater output volatility, which can be mitigated if a country holds international reserves (IR) at a level higher than a threshold (about 20% of GDP). Greater monetary autonomy is associated with a higher level of inflation while greater exchange rate stability and greater financial openness could lower the inflation rate. We find that trilemma policy configurations and external finances affect output volatility through the investment or trade channel depending on the openness of the economies. While a higher degree of exchange rate stability could stabilize the real exchange rate movement, it could also make investment volatile, though the volatility-enhancing effect of exchange rate stability on investment can be offset by holding higher levels of IR. Our results indicate that policy makers in a more open economy would prefer pursuing greater exchange rate stability while holding a massive amount of IR. Asian emerging market economies are found to be equipped with macroeconomic policy configurations that help the economies to dampen the volatility of the real exchange rate. These economies' sizeable amount of IR holding appears to enhance the stabilizing effect of the trilemma policy choices, and this may help explain the recent phenomenal buildup of IR in the region."
16441,"We explore the relationships between subjective well-being and income, as seen across individuals within a given country, between countries in a given year, and as a country grows through time.  We show that richer individuals in a given country are more satisfied with their lives than are poorer individuals, and establish that this relationship is similar in most countries around the world.  Turning to the relationship between countries, we show that average life satisfaction is higher in countries with greater GDP per capita.  The magnitude of the satisfaction-income gradient is roughly the same whether we compare individuals or countries, suggesting that absolute income plays an important role in influencing well- being.  Finally, studying changes in satisfaction over time, we find that as countries experience economic growth, their citizens' life satisfaction typically grows, and that those countries experiencing more rapid economic growth also tend to experience more rapid growth in life satisfaction. These results together suggest that measured subjective well-being grows hand in hand with material living standards."
16489,"Are subjective well-being (SWB) measures a good empirical proxy for utility? We evaluate one necessary assumption: that people's preferences coincide with what they predict will maximize their SWB. Our method is to present survey respondents with hypothetical scenarios and elicit both choice and predicted SWB rankings of two alternatives. While choice and predicted SWB rankings usually coincide, we find systematic reversals. Furthermore, we identify factors--such as predicted sense of purpose, control over one's life, family happiness, and social status--that help explain choice controlling for predicted SWB. We explore how our findings vary with the SWB measure and the choice situation."
16810,"The last 15 years has brought forth an explosion of research on consumption-based asset pricing as a leading contender for explaining aggregate stock market behavior. This research has propelled further interest in consumption-based asset pricing, as well as some debate. This chapter surveys the growing body of empirical work that evaluates today's leading consumption-based asset pricing theories using formal estimation, hypothesis testing, and model comparison. In addition to summarizing the findings and debate, the analysis seeks to provide an accessible description of a few key econometric methodologies for evaluating consumption-based models, with an emphasis on method-of-moments estimators. Finally, the chapter offers a prescription for future econometric work by calling for greater emphasis on methodologies that facilitate the comparison of multiple competing models, all of which are potentially misspecified, while calling for reduced emphasis on individual hypothesis tests of whether a single model is specified without error."
16839,"To our knowledge, this paper provides the most comprehensive analysis of firm-level corporate income taxes to date. We use publicly available financial statement information for 11,602 public corporations from 82 countries from 1988 to 2009 to estimate country-level effective tax rates (ETRs). We find that the location of a multinational and its subsidiaries substantially affects its worldwide ETR.  Japanese firms always faced the highest ETRs. U.S. multinationals are among the highest taxed. Multinationals based in tax havens face the lowest taxes. We find that ETRs have been falling over the last two decades; however, the ordinal rank from high-tax countries to low-tax countries has changed little. We also find little difference between the ETRs of multinationals and domestic-only firms. Besides enhancing our knowledge about international taxes, these findings should provide some empirical underpinning for ongoing policy debates about the taxation of multinationals."
17107,"In an increasingly risky and globalized marketplace, people must be able to make well-informed financial decisions. Yet new international research demonstrates that financial illiteracy is widespread when financial markets are well developed as in Germany, the Netherlands, Sweden, Japan, Italy, New Zealand, and the United States, or when they are changing rapidly as in Russia. Further, across these countries, we show that the older population believes itself well informed, even though it is actually less well informed than average. Other common patterns are also evident: women are less financially literate than men and are aware of this shortfall. More educated people are more informed, yet education is far from a perfect proxy for literacy. There are also ethnic/racial and regional differences: city-dwellers in Russia are better informed than their rural counterparts, while in the U.S., African Americans and Hispanics are relatively less financially literate than others. Moreover, the more financially knowledgeable are also those most likely to plan for retirement. In fact, answering one additional financial question correctly is associated with a 3-4 percentage point higher chance of planning for retirement in countries as diverse as Germany, the U.S., Japan, and Sweden; in the Netherlands, it boosts planning by 10 percentage points. Finally, using instrumental variables, we show that these estimates probably underestimate the effects of financial literacy on retirement planning. In sum, around the world, financial literacy is critical to retirement security."
17211,"Building social tables in the tradition of Gregory King, we develop new estimates suggesting that between 1774 and 1800 American incomes fell in real per capita terms.  The colonial South was richer than the North at the start, but was already beginning to lose its income lead by 1800. We also find that free American colonists had much more equal incomes than did households in England and Wales. The colonists also had greater purchasing power than their English counterparts over all of the income ranks except in the top few percent."
17351,"This paper analyzes waves in international capital flows. We develop a new methodology for identifying episodes of extreme capital flow movements using data that differentiates activity by foreigners and domestics. We identify episodes of ""surges"" and ""stops"" (sharp increases and decreases, respectively, of gross inflows) and ""flight"" and ""retrenchment"" (sharp increases and decreases, respectively, of gross outflows). Our approach yields fundamentally different results than the previous literature that used measures of net flows. Global factors, especially global risk, are significantly associated with extreme capital flow episodes. Contagion, whether through trade, banking, or geography, is also associated with stop and retrenchment episodes. Domestic macroeconomic characteristics are generally less important, and we find little association between capital controls and the probability of having surges or stops driven by foreign capital flows. The results provide insights for different theoretical approaches explaining crises and capital flow volatility."
17459,"This paper investigates consumer switching costs in the context of health insurance markets, where adverse selection is a potential concern. Though previous work has studied these phenomena in isolation, they interact in a way that directly impacts market outcomes and consumer welfare. Our identification strategy leverages a unique natural experiment that occurred at a large firm where we also observe individual-level panel data on health insurance choices and medical claims. We present descriptive results to show that (i) switching costs are large and (ii) adverse selection is present. To formalize this analysis we develop and estimate a choice model that jointly quantifies switching costs, risk preferences, and ex ante health risk. We use these estimates to study the welfare impact of an information provision policy that nudges consumers toward better decisions by reducing switching costs. This policy increases welfare in a naive setting where insurance plan prices are held fixed. However, when insurance prices change endogenously to reflect updated enrollee risk pools, the same policy substantially exacerbates adverse selection and reduces consumer welfare, doubling the existing welfare loss from adverse selection."
17513,"We examine whether the behavior of current account balances changed in the years preceding the global crisis of 2008-09, and assess the prospects for global imbalances in the post-crisis period. Changes in the budget balance are an important factor affecting current account balances for deficit countries such as the U.S. and the U.K. The effect of the ""saving glut variables"" on current account balances has been relatively stable for emerging market countries, suggesting that those factors cannot explain the bulk of their recent current account movements. We also find the 2006-08 period to constitute a structural break for emerging market countries, and to a lesser extent, for industrialized countries. We attribute the anomalous behavior of pre-crisis current account balances to stock market performance and real housing appreciation; fiscal procyclicality and the stance of monetary policy do not matter as much. Household leverage also appears to explain some of the standard model's prediction errors. Looking forward, U.S., fiscal consolidation alone cannot induce significant deficit reduction. For China, financial development might help shrink its current account surplus, but only when it is coupled with financial liberalization. These findings suggest that unless countries implement substantially more policy change, global imbalances are unlikely to disappear."
17600,"This paper investigates the impact of the macroeconomy on the health insurance coverage of Americans using panel data from the Survey of Income and Program Participation (SIPP) for 2004-2010, a period that includes the Great Recession of 2007-09.  We find that a one percentage point increase in the state unemployment rate is associated with a 1.67 percentage point (2.12%) reduction in the probability that men have health insurance; this effect is strongest among college-educated, white, and older (50-64 year old) men.  For women and children, health insurance coverage is not significantly correlated with the unemployment rate, which may be the result of public health insurance acting as a social safety net.  Compared to the previous recession, the health insurance coverage of men is more sensitive to the unemployment rate, which may be due to the nature of the Great Recession."
17621,"This paper studies the role of credit in the business cycle, with a focus on private credit overhang. Based on a study of the universe of over 200 recession episodes in 14 advanced countries between 1870 and 2008, we document two key facts of the modern business cycle: financial-crisis recessions are more costly than normal recessions in terms of lost output; and for both types of recession, more credit-intensive expansions tend to be followed by deeper recessions and slower recoveries. In additional to unconditional analysis, we use local projection methods to condition on a broad set of macroeconomic controls and their lags. Then we study how past credit accumulation impacts the behavior of not only output but also other key macroeconomic variables such as investment, lending, interest rates, and inflation. The facts that we uncover lend support to the idea that financial factors play an important role in the modern business cycle."
17649,"How would people spend additional time if confronted by permanent declines in market work?  We examine the impacts of cuts in legislated standard hours that raised employers' overtime costs in Japan around 1990 and Korea in the early 2000s.  Using time-diaries from before and after these shocks, we show that these shocks were effective--per-capita hours of market work declined discretely.  The economy-wide drops in market work were reallocated solely to leisure and personal maintenance. In the absence of changing household technology a permanent time gift leads to no increase in time spent in household production by the average individual."
17806,"We examine the open macroeconomic policy choices of developing economies from the perspective of the economic ""trilemma"" hypothesis. We construct an index of divergence of the three trilemma policy choices, and evaluate its patterns in recent decades. We find that the three dimensions of the trilemma configurations are converging towards a ""middle ground"" among emerging market economies -- managed exchange rate flexibility underpinned by sizable holdings of international reserves, intermediate levels of monetary independence, and controlled financial integration. Emerging market economies with more converged policy choices tend to experience smaller output volatility in the last two decades. Emerging markets with relatively low international reserves/GDP could experience higher levels of output volatility when they choose a policy combination with a greater degree of policy divergence. Yet this heightened output volatility effect does not apply to economies with relatively high international reserves/GDP holding."
18060,"Employment-contingent health insurance creates incentives for ill workers to remain employed at a sufficient level (usually full-time) to maintain access to health insurance coverage. We study employed married women, newly diagnosed with breast cancer, comparing labor supply responses to breast cancer diagnoses between women dependent on their own employment for health insurance and women with access to health insurance through their spouse's employer. We find evidence that women more dependent on their own job for health insurance reduce their labor supply by less after a diagnosis of breast cancer - the estimate difference is about 5.5 to 7 percent. Women's subjective responses to questions about working more to maintain health insurance are consistent with the conclusions from observed behavior."
18251,"In this paper we survey the theoretical and empirical literature on market liquidity. We organize both literatures around three basic questions: (a) how to measure illiquidity, (b) how illiquidity relates to underlying market imperfections and other asset characteristics, and (c) how illiquidity affects expected asset returns. Using a unified model from Vayanos and Wang  (2010), we survey theoretical work on six main imperfections: participation costs, transaction costs, asymmetric information, imperfect competition, funding constraints, and search---and for each imperfection we address the three basic questions within that model. We review the empirical literature through the lens of the theory, using the theory to both interpret existing results and suggest new tests and analysis."
18305,"The long-run risks (LRR) asset pricing model emphasizes the role of low-frequency movements in expected growth and economic uncertainty, along with investor preferences for early resolution of uncertainty, as an important economic-channel that determines asset prices. In this paper, we estimate the LRR model. To accomplish this we develop a method that allows us to estimate models with recursive preferences, latent state variables, and time-aggregated data. Time-aggregation makes the decision interval of the agent an important parameter to estimate. We find that time-aggregation can significantly affect parameter estimates and statistical inference. Imposing the pricing restrictions and explicitly accounting for time-aggregation, we show that the estimated LRR model can account for the joint dynamics of aggregate consumption, asset cash flows and prices, including the equity premia, risk-free rate and volatility puzzles."
18545,"This paper studies the optimal level of discretion in policymaking. We consider a fiscal policy model where the government has time-inconsistent preferences with a present-bias towards public spending. The government chooses a fiscal rule to trade off its desire to commit to not overspend against its desire to have flexibility to react to privately observed shocks to the value of spending. We analyze the optimal fiscal rule when the shocks are persistent. Unlike under i.i.d. shocks, we show that the ex-ante optimal rule is not sequentially optimal, as it provides dynamic incentives. The ex-ante optimal rule exhibits history dependence, with high shocks leading to an erosion of future fiscal discipline compared to low shocks, which lead to the reinstatement of discipline. The implied policy distortions oscillate over time given a sequence of high shocks, and can force the government to accumulate maximal debt and become immiserated in the long run."
18643,"How would people spend time if confronted by permanent declines in market work?  We identify preferences off exogenous cuts in legislated standard hours that raised employers' overtime costs in Japan around 1990 and Korea in the early 2000s.  We estimate the probability that an individual was affected by the reform and relate it to changes in time use based on time diaries.  Reduced-form estimates show that the direct effect on a newly-constrained worker was a substantial reduction in market time, with the freed-up time in Japan reallocated to leisure, but in Korea also showing some impact on household production. Simulations using GMM estimates of a Stone-Geary utility function defined over time use suggest no effect on household production in either country. Estimation of a household model shows only slight evidence that spouses shared the time gift, nor that one spouse's allocation of non-market time changed when the other spouse's market work was permanently and exogenously reduced."
18718,"This paper considers the long-run patterns of poverty in the United States from the early 1960s to 2010. Our results contradict previous studies that have argued that poverty has shown little improvement over time or that anti-poverty efforts have been ineffective. We find that moving from traditional income-based measures of poverty to a consumption-based measure (which we argue is superior on both theoretical and practical grounds) and, crucially, adjusting for bias in price indices leads to the conclusion that the poverty rate declined by 26.4 percentage points between 1960 and 2010, with 8.5 percentage points of that decline occurring since 1980.  Consumption poverty suggests considerably greater improvement than income poverty for  single parent families and the aged, but relatively less improvement for married parent families.  Our analyses of the proximate causes of these patterns indicate that changes in tax policy explain a substantial part of the decline in poverty and that social security has been important, but that the roles of other transfer programs have been small.  Changes in education have contributed to the decline, while other demographic trends have played a small role.  Measurement error in income is likely to explain some of the most noticeable differences between changes in income and consumption poverty, but saving and dissaving do not appear to play a large role for most demographic groups."
18769,"A key question that has arisen during recent debates is whether government spending multipliers are larger during times when resources are idle.  This paper seeks to shed light on this question by analyzing new quarterly historical data covering multiple large wars and depressions in the U.S. and Canada.  Using an extension of Ramey's (2011) military news series and Jordà's (2005) method for estimating impulse responses, we find no evidence that multipliers are greater during periods of high unemployment in the U.S.  In every case, the estimated multipliers are below unity.  We do find some evidence of higher multipliers during periods of slack in Canada, with some multipliers above unity."
19071,"An enhanced version of a structural model jointly explains benefit claiming, wealth and retirement, including reversals from states of lesser to greater work. The model includes stochastic returns on assets. Estimated with Health and Retirement Study data, it does a better job of predicting claiming than previous versions. Alternative beliefs about the future of Social Security affect predicted outcomes. Effects of three potential policies are also examined: increasing the early entitlement age, increasing the full retirement age, and eliminating the payroll tax for seniors. Predicted responses to increasing the full entitlement age are sensitive to beliefs."
19122,"Europe's monetary union is part of a broader process of integration that started in the aftermath of World War II. In this ""political guide for economists"" we look at the creation of the euro within the bigger picture of European integration. How and why were European institutions established? What are the goals and determinants of European Integration? What is European integration really about? We address these questions from a political-economy perspective, building on ideas and results from the economic literature on the formation of states and political unions. Specifically, we look at the motivations, assumptions, and limitations of the European strategy, initiated by Jean Monnet and his collaborators, of partially integrating policy functions in a few areas, with the expectation that more integration will follow in other areas, in a sort of chain reaction towards an ""ever-closer union."" The euro with its current problems is a child of that strategy and its limits."
19373,"Traditional models of insurance choice are predicated on fully informed and rational consumers protecting themselves from exposure to financial risk. In practice, choosing an insurance plan from a set of complex non-linear contracts is a complicated decision often made without full information on several potentially important dimensions. In this paper we combine new administrative data on health plan choices and claims with unique survey data on consumer information and other typically unobserved preference factors in order to separately identify risk preferences, information frictions, and perceived plan hassle costs. The administrative and survey data are linked at the individual level, allowing in-depth investigations of the links between these micro- foundations in both descriptive and choice-model based analyses. We find that consumers lack information on many important dimensions that they are typically assumed to understand, perceive high plan hassle costs, and make choices that depend on these frictions. Moreover, in the context of an expected utility model, including the additional frictions that we measure has direct implications for risk preference estimates, which are typically assumed to be the only source of persistent unobserved preference heterogeneity in such models. In our setting, we show that incorporating measures of these frictions leads to meaningful reductions in estimated consumer risk aversion. This result has both positive and normative implications since risk aversion generally has different welfare implications than information frictions. We assess the welfare impact of a counterfactual menu design and find that the welfare loss from risk exposure when additional frictions are not taken into account is more than double that when they are, illustrating the potential importance of our analysis for policy decisions."
